State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
MS,257126,KINDRED AT HOME -FLOWOOD,106 RIVERVIEW DRIVE,FLOWOOD,39232,6013627801,Local,50,50,50,50,50,50,3/13/1979,5,5,94,5,92,5,88,5,93,91,393,29,958,300,1258,Good
TN,447278,AMEDISYS HOME HEALTH CARE,8 STONEBRIDGE BLVD SUITE L,JACKSON,38305,7316642264,Local,50,50,50,50,50,50,5/8/1984,5,5,94,5,92,5,90,5,93,89,320,32,958,300,1258,Good
TX,677291,NOCONA GENERAL HOSPITAL HOME AND COMMUNITY SUPPORT,507 CROXTON,NOCONA,76255,9408253235,Hospital Based Program,50,50,50,50,50,50,1/16/1991,5,5,94,5,92,5,88,5,93,91,60,41,958,300,1258,Good
TX,677297,INTREPID USA HEALTHCARE SERVICES,4007 CALL FIELD ROAD STE D,WICHITA FALLS,76308,9406969239,Local,50,50,50,50,50,50,2/25/1991,5,5,93,5,94,5,93,5,92,86,121,40,958,300,1258,Good
TX,747056,AVIDA HOME HEALTH INC,2211 E MISSOURI STE W101,EL PASO,79903,9155328432,Local,50,50,50,50,50,50,1/27/2009,5,5,91,5,92,5,93,5,93,89,75,48,958,300,1258,Good
AL,17088,FAYETTE MEDICAL CENTER HOMECARE,1653 TEMPLE AVENUE,FAYETTE,35555,2059325961,Local,50,50,50,50,50,50,12/18/1991,5,5,93,5,92,5,89,5,93,90,180,43,957,300,1257,Good
AR,47025,DOCTORS HOME CARE,726 CALIFORNIA AVENUE SW,CAMDEN,71701,8708361301,Hospital Based Program,50,50,50,50,50,50,7/23/1981,5,5,96,5,91,5,93,5,92,85,75,31,957,300,1257,Good
IL,147400,R.M.C. HOME HEALTH CARE,611 DIVISION STREET,PEOTONE,60468,8159353272,Hospital Based Program,50,50,50,50,50,50,1/16/1985,5,5,93,5,93,5,88,5,94,89,410,34,957,300,1257,Good
IL,147594,LINCOLNLAND HOME CARE OF SBL,"1004 HEALTH CENTER DR, STE 202",MATTOON,61938,2172344418,Hospital Based Program,50,50,50,50,50,50,10/27/1994,5,5,94,5,92,5,90,5,92,89,538,40,957,300,1257,Good
KS,178058,ADVENTHEALTH HOME CARE SHAWNEE MISSION,7312 ANTIOCH ROAD,SHAWNEE MISSION,66204,9136762163,Hospital Based Program,50,50,50,50,50,50,8/28/2003,5,5,95,5,93,5,90,5,92,87,618,37,957,300,1257,Good
KY,187099,LIFELINE HEALTH CARE OF PULASKI,"600 1/2 CLIFTY STREET, SUITES 2 AND 3",SOMERSET,42503,6066799245,Local,50,50,50,50,50,50,10/1/1984,5,5,94,5,91,5,90,5,92,90,1469,34,957,300,1257,Good
LA,197403,NURSING CARE,1102 N VICTOR II BLVD,MORGAN CITY,70380,9853843478,Local,50,50,50,50,50,50,4/23/1991,5,5,95,5,90,5,94,5,95,83,47,26,957,300,1257,Good
MO,267560,HOME HEALTH OF HARRISON COUNTY HOSPITAL,P O BOX 428,BETHANY,64424,6604257863,Hospital Based Program,50,50,50,50,50,50,6/15/1999,5,5,94,5,90,5,90,5,93,90,70,61,957,300,1257,Good
NC,347238,HEALTHY AT HOME - TROY,1061 ALBEMARLE ROAD,TROY,27371,9105723800,Local,50,50,50,50,50,50,10/2/2003,5,5,94,5,94,5,93,5,90,86,42,17,957,300,1257,Good
OK,377768,ULTIMATE ONE HOME HEALTH CARE,"3617 NW 58TH STREET, SUITE 102",OKLAHOMA CITY,73112,4056062200,Local,50,50,50,50,50,50,9/11/2013,5,5,95,5,88,5,97,5,94,83,47,46,957,300,1257,Good
SC,427300,UNIVERSITY HOME HEALTH,106B EAST MARTINTOWN RD,NORTH AUGUSTA,29841,8032780770,Hospital Based Program,50,50,50,50,50,50,6/1/1981,5,5,94,5,91,5,88,5,94,90,225,32,957,300,1257,Good
TX,673145,ABSOLUTE HOME CARE OF EL PASO INC,2211 E MISSOURI SUITE N 200,EL PASO,79903,9158388960,Official Health Agency,50,50,50,50,50,50,2/24/2005,5,5,93,5,89,5,92,5,92,91,58,37,957,300,1257,Good
TX,677177,CMS HEALTH CARE INC,1102 EARLY BLVD,EARLY,76802,3256434900,Local,50,50,50,50,50,50,11/2/1988,5,5,95,5,91,5,88,5,92,91,249,38,957,300,1257,Good
TX,677686,JEFFERSON COUNTY HOME HEALTH CARE INC,2670 LAUREL STREET,BEAUMONT,77702,4098359909,Local,50,50,50,50,50,50,8/24/1993,5,5,93,5,90,5,91,5,92,91,74,40,957,300,1257,Good
WI,527227,VERNON MEMORIAL HOSPITAL HHC,705 ARENA DRIVE,VIROQUA,54665,6086374362,Hospital Based Program,50,50,50,50,50,50,11/13/1992,5,5,91,5,90,5,94,5,94,88,47,49,957,300,1257,Good
GA,117054,CHSGA HOME HEALTH,806 MAPLE DRIVE,VIDALIA,30474,9125387828,Official Health Agency,50,50,50,50,50,50,5/23/1979,5,5,94,5,90,5,88,5,94,90,117,25,956,300,1256,Good
IN,157155,SCHNECK MEDICAL CENTER HOME HEALTH CARE,411 W TIPTON ST,SEYMOUR,47274,8125220460,Hospital Based Program,50,50,50,50,50,50,4/18/1985,5,5,93,5,91,5,90,5,94,88,161,37,956,300,1256,Good
MS,257002,NORTH MISSISSIPPI MEDICAL CTR HHA,812 GARFIELD,TUPELO,38801,6623772499,Hospital Based Program,50,50,50,50,50,50,7/1/1966,5,5,93,5,91,5,90,5,92,90,562,25,956,300,1256,Good
TN,447499,HENRY CO MEDICAL CENTER H H,311 EAST WOOD STREET,PARIS,38242,7316427600,Hospital Based Program,50,50,50,50,50,50,11/15/1985,5,5,93,5,88,5,91,5,94,90,144,38,956,300,1256,Good
TX,677893,ABACUS HEALTHCARE,2300 JOE RAMSEY BLVD,GREENVILLE,75401,8884663016,Local,50,50,50,50,50,50,4/4/2006,5,5,91,5,90,5,89,5,95,91,150,38,956,300,1256,Good
TX,747307,LA ESPERANZA HOME HEALTH INC,5703 SPRINGFIELD AVE,LAREDO,78041,9567234702,Local,50,50,50,50,50,50,11/16/2009,5,5,92,5,91,5,90,5,91,92,43,25,956,300,1256,Good
AZ,37456,MOUNTAIN VALLEY HOME FOR HEALTH,"3700 NORTH WINDSONG DRIVE, SUITE B",PRESCOTT VALLEY,86314,9287757888,Hospital Based Program,50,50,50,50,50,50,6/27/2016,5,5,93,5,93,5,89,5,92,88,293,55,955,300,1255,Good
FL,107728,ADVANCED NURSING CONCEPTS LLC,1599 TROPICAL COURT,TAVARES,32778,3527429856,Local,50,50,50,50,50,50,9/18/2002,5,5,94,5,93,5,89,5,92,87,151,41,955,300,1255,Good
GA,117319,TANNER HOME HEALTH SERVICES,150 HENRY BURSON DRIVE SUITE 105-B,CARROLLTON,30117,7708345438,Hospital Based Program,50,50,50,50,50,50,8/2/1991,5,5,93,5,89,5,90,5,94,89,206,24,955,300,1255,Good
KY,187037,ST CLAIRE MEDICAL CENTER HOME HEALTH,222 MEDICAL CIRCLE DRIVE,MOREHEAD,40351,6067837505,Hospital Based Program,50,50,50,50,50,50,2/2/1971,5,5,94,5,90,5,90,5,93,88,613,30,955,300,1255,Good
MS,257087,AMEDISYS HOME HEALTH OF COLLINS,18 MELODY LANE,COLLINS,39428,6017658316,Local,50,50,50,50,50,50,5/31/1973,5,5,93,5,91,5,93,5,93,85,378,25,955,300,1255,Good
MS,257303,KINDRED AT HOME,101 NORTH INDUSTRIAL ROAD SUITE B,TUPELO,38801,6628449725,Local,50,50,50,50,50,50,10/1/1978,5,5,93,5,92,5,90,5,92,88,394,35,955,300,1255,Good
SC,427076,HEALTH RELATED HOME CARE,104 W PICKENS STREET,ABBEVILLE,29620,8643669151,Hospital Based Program,50,50,50,50,50,50,2/1/1996,5,5,94,5,90,5,88,5,93,90,494,32,955,300,1255,Good
TX,457582,CEDAR LAKE HOME HEALTH AND HOSPICE,104 SOUTH TERRY STREET,MALAKOFF,75148,9034892043,Local,50,50,50,50,50,50,12/28/1983,5,5,93,5,91,5,90,5,93,88,92,46,955,300,1255,Good
TX,457848,ABSOLUTELY ANGELS INC,770 S HWY 377 STE 208,PILOT POINT,76258,9406860324,Local,50,50,50,50,50,50,6/21/2005,5,5,92,5,91,5,88,5,91,93,41,29,955,300,1255,Good
TX,677657,HUNT REGIONAL HOME CARE,4001 RIDGECREST ROAD,GREENVILLE,75402,9034081950,Local,50,50,50,50,50,50,8/10/1993,5,5,93,5,91,5,88,5,93,90,105,27,955,300,1255,Good
TX,677917,BEYONDFAITH HOMECARE & REHAB OF GRAHAM LLC,604 OAK STREET # 102,GRAHAM,76450,9405210300,Local,50,50,50,50,50,50,4/27/2006,5,5,93,5,91,5,89,5,93,89,152,38,955,300,1255,Good
TX,679660,HOME HEALTH PROFESSIONALS,4635 SOUTHWEST FREEWAY SUITE 540,HOUSTON,77027,7139420100,Local,50,50,50,50,50,50,9/1/2007,5,5,94,5,89,5,90,5,93,89,276,40,955,300,1255,Good
AR,47035,WHITE COUNTY MEDICAL CENTER - SOUTH HOME HEALTH,3109 EAST MOORE AVENUE,SEARCY,72143,5013804700,Hospital Based Program,50,50,50,50,50,50,12/18/1981,5,5,94,5,91,5,88,5,92,89,306,40,954,300,1254,Good
GA,117148,PRUITTHEALTH AT HOME - ROME,39 THREE RIVERS DRIVE,ROME,30161,7062325908,Local,50,50,50,50,50,50,1/12/2006,5,5,92,5,91,5,89,5,93,89,93,30,954,300,1254,Good
IL,147045,NORTHWESTERN LAKE FOREST HOME HEALTH,1275 E BELVIDERE SUITE 250,GRAYSLAKE,60030,8475358788,Hospital Based Program,50,50,50,50,50,50,7/1/1966,5,5,94,5,90,5,90,5,94,86,227,30,954,300,1254,Good
IN,157418,MHP HOME CARE,30 W RAMPART PROFESSIONAL BLDG 110,SHELBYVILLE,46176,3173924663,Hospital Based Program,50,50,50,50,50,50,3/22/1995,5,5,94,5,90,5,89,5,92,89,149,31,954,300,1254,Good
NC,347122,ADVANCED HOME CARE,1225 HUFFMAN MILL ROAD  SUITE 104,BURLINGTON,27215,3365381194,Local,50,50,50,50,50,50,9/7/1984,5,5,93,5,89,5,93,5,92,87,313,31,954,300,1254,Good
NC,347309,LIBERTY HOME CARE,401 E THIRD STREET,SILER CITY,27344,9108153122,Official Health Agency,50,50,50,50,50,50,9/1/1998,5,5,94,5,91,5,89,5,92,88,292,29,954,300,1254,Good
OK,377166,COMPLETE HOME HEALTH OF STIGLER,806 EAST MAIN,WHITEFIELD,74472,9189679443,Official Health Agency,50,50,50,50,50,50,9/18/1989,5,5,96,5,89,5,90,5,93,86,123,42,954,300,1254,Good
PA,397512,"FAMILY HOME MEDICAL, INC",50 SOUTH OAK STREET,MOUNT CARMEL,17851,5703394049,Local,50,50,50,50,50,50,12/12/1991,5,5,92,5,93,5,88,5,91,90,108,40,954,300,1254,Good
SC,427131,HEALTHY AT HOME YORK,"226 NORTHPARK DRIVE, SUITE 120",ROCK HILL,29730,8033278874,Local,50,50,50,50,50,50,9/2/2017,5,5,90,5,91,5,91,5,95,87,106,34,954,300,1254,Good
TX,459246,ACCOLADE HOME CARE,1410 RANKIN HWY,MIDLAND,79701,4326861944,Local,50,50,50,50,50,50,4/15/1997,5,5,93,5,91,5,89,5,93,88,81,27,954,300,1254,Good
TX,679171,CHAMBERS HOME HEALTH AGENCY OF NORTHEAST TEXAS COM,"201 W 20TH ST., SUITE 102",MOUNT PLEASANT,75455,9035729700,Visiting Nurse Association,50,50,50,50,50,50,10/16/2002,5,5,93,5,91,5,89,5,92,89,288,42,954,300,1254,Good
VA,497060,INTREPID USA HEALTHCARE SERVICES,"2430 SOUTHLAND DRIVE, SUITE B",CHESTER,23831,8047689080,Local,50,50,50,50,50,50,1/3/1986,5,5,93,5,96,5,89,5,90,86,60,36,954,300,1254,Good
AL,17000,ALABAMA DEPARTMENT OF PUBLIC HEALTH HOME CARE,"201 MONROE STREET, THE RSA TOWER,  SUITE 1200",MONTGOMERY,36104,3342065341,Official Health Agency,50,50,50,50,50,50,7/1/1966,5,5,94,5,91,5,88,5,93,87,454,23,953,300,1253,Good
AL,17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,4116 WATERMELON ROAD,NORTHPORT,35473,8662978253,Local,50,50,50,50,50,50,9/17/1976,5,5,94,5,91,5,89,5,91,88,307,30,953,300,1253,Good
IL,147006,LAWRENCE COUNTY HEALTH DEPT,11190 COUNTRY CLUB ROAD,LAWRENCEVILLE,62439,6189434663,Local,50,50,50,50,50,50,7/1/1966,5,5,90,5,91,5,92,5,91,89,107,42,953,300,1253,Good
LA,197194,ENCOMPASS HEALTH HOME HEALTH OF BOGALUSA,"112 INNWOOD DRIVE, STE E",COVINGTON,70433,9857350410,Local,50,50,50,50,50,50,8/23/1985,5,5,92,5,91,5,94,5,92,84,42,20,953,300,1253,Good
MI,237675,EVERGREEN HEALTH SERVICES,"6510 TOWN CENTER DRIVE, SUITE B",CLARKSTON,48346,2489342933,Local,50,50,50,50,50,50,5/18/2007,5,5,92,5,89,5,88,5,94,90,78,33,953,300,1253,Good
MI,239152,NEIGHBORHOOD HOME CARE SERVICES,"503 N EUCLID AVE, STE 9B",BAY CITY,48706,7342508884,Local,50,50,50,50,50,50,2/1/2011,5,5,93,5,91,5,92,5,93,84,53,45,953,300,1253,Good
MS,257124,ST LUKE HOME HEALTH SERVICES,210 STATE STREET (2ND FLOOR),MCCOMB,39648,6012494260,Local,50,50,50,50,50,50,12/26/1978,5,5,94,5,88,5,88,5,91,92,319,33,953,300,1253,Good
NC,347013,HEALTHY AT HOME - CLEVELAND COUNTY HEALTHCARE SYST,105 T R HARRIS DR,SHELBY,28150,7044875225,Local,50,50,50,50,50,50,2/7/1967,5,5,92,5,90,5,89,5,94,88,243,23,953,300,1253,Good
NC,347035,HOME CARE SERVICES OF HAYWOOD REGIONAL MEDICAL CT,18B BOWMAN DRIVE,WAYNESVILLE,28785,8284528292,Local,50,50,50,50,50,50,12/9/1971,5,5,91,5,90,5,92,5,91,89,179,35,953,300,1253,Good
PA,397466,COMPASS  HOME HEALTH AND REHAB LLC,239 SCHUYLER AVENUE,KINGSTON,18704,5702874800,Local,50,50,50,50,50,50,4/22/1987,5,5,93,5,93,5,88,5,93,86,196,33,953,300,1253,Good
TX,457692,NORTHEAST MEDICAL CENTER HOMEHEALTH,2001 N CENTER ST,BONHAM,75418,9035833606,Local,50,50,50,50,50,50,11/28/1984,5,5,93,5,93,5,90,5,90,87,116,40,953,300,1253,Good
TX,458125,CARDIOVASCULAR HOME CARE INC,2501 PARKVIEW DR  STE 426,FORT WORTH,76102,8178478888,Local,50,50,50,50,50,50,9/1/1994,5,5,92,5,92,5,90,5,93,86,337,31,953,300,1253,Good
TX,459268,PORT HOMECARE SERVICES INC,5525 S. STAPLES ST A7,CORPUS CHRISTI,78411,3618542273,Local,50,50,50,50,50,50,5/8/1997,5,5,93,5,88,5,89,5,96,87,59,39,953,300,1253,Good
TX,679325,"TEXAS HOME HEALTH GROUP OF DENTON, LLC","2800 SHORELINE DRIVE, #204",DENTON,76210,9408911161,Local,50,50,50,50,50,50,8/21/2003,5,5,91,5,91,5,89,5,94,88,86,34,953,300,1253,Good
TX,747379,KINDRED AT HOME,1665 ANTILLEY ROAD SUITE 100,ABILENE,79606,3256919947,Local,50,50,50,50,50,50,5/27/2010,5,5,93,5,91,5,92,5,91,86,164,36,953,300,1253,Good
FL,107159,COMMUNITY HOME HEALTH CARE,3440 US HIGHWAY 1 S STE 403,ST AUGUSTINE,32086,9048191250,Local,50,50,50,50,50,50,6/6/1977,5,5,92,5,92,5,91,5,90,87,172,36,952,300,1252,Good
IL,147829,"HORIZON HOME HEALTH CARE, INC","2600 S MICHIGAN AVE, STE 208",CHICAGO,60616,3122257706,Local,50,50,50,50,50,50,9/27/2005,5,5,95,5,90,5,92,5,88,87,76,37,952,300,1252,Good
IN,157445,GIBSON HOME HEALTH SERVICES,1808 SHERMAN DR,PRINCETON,47670,8123859380,Official Health Agency,50,50,50,50,50,50,10/9/1995,5,5,94,5,91,5,88,5,92,87,68,45,952,300,1252,Good
LA,197204,"BETTER CARE HOME HEALTH, INC.",2735 CULPEPPER ROAD,ALEXANDRIA,71301,3184734676,Local,50,50,50,50,50,50,10/2/1986,5,5,93,5,91,5,88,5,92,88,71,38,952,300,1252,Good
LA,197206,LADY OF THE SEA HOME HEALTH AGENCY,200 WEST 134TH PLACE,CUT OFF,70345,9856326900,Hospital Based Program,50,50,50,50,50,50,12/23/1986,5,5,94,5,90,5,90,5,90,88,75,31,952,300,1252,Good
PA,397104,HOLY REDEEMER HOME CARE-PA,12265 TOWNSEND RD,PHILADELPHIA,19154,2156719200,Visiting Nurse Association,50,50,50,50,50,50,7/19/1973,5,5,91,5,90,5,90,5,93,88,307,33,952,300,1252,Good
TN,447557,VOLUNTEER HOME CARE,2448 EASTEND DRIVE,HUMBOLDT,38343,7317847200,Local,50,50,50,50,50,50,4/18/2000,5,5,92,5,92,5,88,5,91,89,378,34,952,300,1252,Good
TX,679686,SILOE HOME HEALTH & INFUSION LLC,709 ALTA VISTA DRIVE SUITE 106,CORPUS CHRISTI,78401,8448017111,Local,50,50,50,50,50,50,10/9/2007,5,5,93,5,88,5,93,5,92,86,52,23,952,300,1252,Good
TX,747052,HEALING TOUCH HOMECARE LLC,2304 JOE RAMSEY BLVD E,GREENVILLE,75401,9034558191,Local,50,50,50,50,50,50,12/10/2008,5,5,94,5,92,5,89,5,90,87,203,30,952,300,1252,Good
AL,17151,KINDRED AT HOME,1328 GREENBRIER-DEAR ROAD,ANNISTON,36207,2568357101,Local,50,50,50,50,50,50,10/5/2000,5,5,92,5,91,5,90,5,92,86,223,32,951,300,1251,Good
LA,197779,"CENTRAL HOME HEALTH, LLC","2805 ATHANIA PARKWAY, SUITE B",METAIRIE,70002,5044555959,Local,50,50,50,50,50,50,9/17/2003,5,5,93,5,92,5,93,5,99,74,42,16,951,300,1251,Good
MI,237035,COMMUNITY HOME CARE SERVICES,231 WEST PINE LAKE DRIVE,NEWAYGO,49337,8006896675,Local,50,50,50,50,50,50,9/20/1966,5,5,95,5,90,5,89,5,91,86,102,28,951,300,1251,Good
NC,347039,MADISON HOME CARE,590 MEDICAL PARK DRIVE,MARSHALL,28753,8286499566,Local,50,50,50,50,50,50,4/26/1972,5,5,97,5,97,4,86,5,94,97,82,53,951,300,1251,Good
OH,367606,ALTERNATIVE HOME HEALTH INC,280 EAST MAIN STREET,SAINT CLAIRSVILLE,43950,7406997000,Local,50,50,50,50,50,50,11/22/1994,5,5,92,5,90,5,89,5,93,87,190,48,951,300,1251,Good
OK,377204,STILLWATER MEDICAL CENTER HOME HEALTH SERVICES,1201 SOUTH ADAMS STREET,STILLWATER,74076,4056246578,Hospital Based Program,50,50,50,50,50,50,11/9/1992,5,5,93,5,91,5,88,5,92,87,174,40,951,300,1251,Good
TX,459294,HIGHLAND PARK SENIOR CARE,911 PEGUES PLACE SUITE A,LONGVIEW,75601,9037531000,Local,50,50,50,50,50,50,6/4/1997,5,5,91,5,90,5,88,5,94,88,222,31,951,300,1251,Good
CA,57661,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,1390 E LASSEN AVE,CHICO,95973,5303323161,Hospital Based Program,50,50,50,50,50,50,9/17/1984,5,5,92,5,89,5,90,5,92,87,527,37,950,300,1250,Good
NC,347029,HARRIS HOME HEALTH,"26 WESTCARE DRIVE, SUITE 303",SYLVA,28779,8285867410,Hospital Based Program,50,50,50,50,50,50,7/7/1970,5,5,93,5,90,5,88,5,91,88,180,30,950,300,1250,Good
NY,337445,"FORT HUDSON CERTIFIED HOME HEALTH AGENCY, INC",319 BROADWAY,FORT EDWARD,12828,5187479019,Visiting Nurse Association,50,50,50,50,50,50,4/11/2014,5,5,92,5,90,5,88,5,92,88,236,33,950,300,1250,Good
TX,747095,HOME CARE SELECT,903 NORTH SAN JACINTO,CONROE,77301,9367565800,Local,50,50,50,50,50,50,4/23/2009,5,5,91,5,90,5,90,5,91,88,75,32,950,300,1250,Good
IL,147597,NURSING RESOURCE HOME HEALTH,4430 NORTH OAK PARK AVENUE,HARWOOD HEIGHTS,60656,7088674242,Local,50,50,50,50,50,50,10/13/1994,5,5,93,5,88,5,94,5,93,81,51,31,949,300,1249,Good
IL,147727,"HEALING HANDS HOME CARE, INC",6730 W HIGGINS,CHICAGO,60656,7737923333,Local,50,50,50,50,50,50,10/10/2002,5,5,94,5,89,5,90,5,91,85,158,27,949,300,1249,Good
LA,197044,KINDRED AT HOME,137 YORKTOWN DRIVE,ALEXANDRIA,71303,3184876700,Local,50,50,50,50,50,50,12/19/1974,5,5,92,5,91,5,89,5,90,87,334,30,949,300,1249,Good
MO,267594,"PATIENT CARE PROFESSIONALS, INC",301 SOVEREIGN CT SUITE 102,BALLWIN,63011,6362270722,Local,50,50,50,50,50,50,7/6/2005,5,5,92,5,90,5,92,5,93,82,55,22,949,300,1249,Good
PA,397613,PROGRESSIVE HOME HEALTH INC,3950 BRODHEAD ROAD SUITE 300,MONACA,15061,7247748245,Local,50,50,50,50,50,50,11/15/1995,5,5,91,5,92,5,88,5,94,84,165,33,949,300,1249,Good
CA,557407,"VERDUGO HILLS HOME CARE, INC","2600 FOOTHILL BLVD, SUITE 201",LA CRESCENTA,91214,8185426600,Local,50,50,50,50,50,50,5/27/1994,5,5,98,5,91,4,87,5,95,97,40,14,948,300,1248,Good
FL,109080,APOGEE HOME HEALTH,5300 W ATLANTIC AVE STE 303,DELRAY BEACH,33484,5612783272,Local,50,50,50,50,50,50,11/19/2008,5,5,94,5,96,5,89,4,93,96,43,37,948,300,1248,Good
TX,747426,COMPLETE NURSE SOLUTIONS LLC,232 FOREST PEAK WAY,MONTGOMERY,77316,9365885206,Local,50,50,50,50,50,50,8/24/2010,5,5,93,5,91,5,90,5,91,83,52,23,948,300,1248,Good
VA,497545,SOUTHWEST VA HOME HEALTH CARE,2752 GLENDALE RD,GALAX,24333,2762361222,Local,50,50,50,50,50,50,6/30/1998,5,5,92,5,90,5,93,5,90,83,75,34,948,300,1248,Good
CA,59429,"FIRST RESPONSE HOME CARE, INC",4730 WOODMAN AVE SUITE 430,SHERMAN OAKS,91423,8185661605,Local,50,50,50,50,50,50,6/4/2012,5,5,96,5,93,5,94,4,95,89,41,19,947,300,1247,Good
CT,77119,CT HOSPICE INC THE,100 DOUBLE BEACH ROAD,BRANFORD,6405,2034816231,Local,50,50,50,50,50,50,6/1/1977,5,5,92,5,91,5,88,5,91,85,65,20,947,300,1247,Good
CT,77250,"AMERICAN HOME HEALTH, INC",485 NEW PARK AVENUE,WEST HARTFORD,6110,8608382858,Local,50,50,50,50,50,50,12/1/2010,5,5,97,5,94,5,100,4,90,86,44,35,947,300,1247,Good
TX,679685,HEALTHQUEST,3501 SOUTH TEXAS AVENUE SUITE #202,BRYAN,77802,9798467870,Local,50,50,50,50,50,50,11/1/2007,5,5,95,5,95,4,86,5,96,95,45,40,947,300,1247,Good
CA,59652,"MERCURY HOME HEALTH SERVICES, INC",2829 N GLENOAKS BLVD  SUITE 104,BURBANK,91504,7472418593,Local,50,50,50,50,50,50,2/12/2015,5,5,95,5,96,5,92,4,93,90,46,7,946,300,1246,Good
IA,167146,BURGESS HOME HEALTH,1600 DIAMOND STREET,ONAWA,51040,7124232311,Hospital Based Program,50,50,50,50,50,50,9/21/1984,5,5,90,5,87,5,90,5,91,88,93,32,946,300,1246,Good
KS,177053,SUSAN B ALLEN MEM HOSPITAL HHA,620 WEST CENTRAL,EL DORADO,67042,3163224540,Hospital Based Program,50,50,50,50,50,50,10/17/1977,5,5,92,5,89,5,89,5,91,85,116,39,946,300,1246,Good
TX,743112,MYNURSE HOME CARE INC,11601 SHADOW CREEK PKWY SUITE # 107,PEARLAND,77584,7134360999,Local,50,50,50,50,50,50,4/4/2008,5,4,93,5,94,5,93,5,93,93,67,41,946,300,1246,Good
TX,747628,MI FAMILIA HOME HEALTH,1881 SOUTH REYNOLDS SUITE B,ALICE,78332,3613964803,Local,50,50,50,50,50,50,10/4/2011,5,5,95,5,90,5,90,5,94,77,126,26,946,300,1246,Good
TX,678338,TRADITIONS HEALTH CARE,4362 N US HWY 259 SUITE A,LONGVIEW,75605,9036632331,Local,50,50,50,50,50,50,7/16/1996,5,5,96,4,88,5,93,5,97,91,44,35,945,300,1245,Good
NM,327305,PLAINS REGIONAL MEDICAL CENTER HOME HEALTH CARE,2217 DILLON,CLOVIS,88101,5757697155,Hospital Based Program,50,50,50,50,50,50,2/14/1979,5,5,92,5,93,5,90,5,89,80,58,26,944,300,1244,Good
NV,297118,RELIANCE HEALTH CARE LLC,2578 BELCASTRO ST STE 102,LAS VEGAS,89117,7023841427,Local,50,50,50,50,50,50,2/16/2005,5,5,92,5,91,5,91,5,90,79,58,30,943,300,1243,Good
TX,747834,TRADITIONS HEALTH CARE,1608 EAST MAIN STREET SUITE 115,MADISONVILLE,77864,9363482707,Local,50,50,50,50,50,50,5/31/2013,5,5,94,5,91,5,94,4,91,93,124,29,943,300,1243,Good
CA,557798,INCARE HOME HEALTH SERVICES,"2787 CALIFORNIA STREET, SUITE B",SAN FRANCISCO,94115,4156738989,Local,50,50,50,50,50,50,4/17/1997,5,5,98,5,94,5,91,4,89,90,85,41,942,300,1242,Good
LA,197606,FRANKLIN HOMECARE,1810 MAIN STREET,FRANKLIN,70538,3378282929,Local,50,50,50,50,50,50,9/27/1993,5,5,95,5,91,5,93,4,91,92,89,27,942,300,1242,Good
TN,447184,QUALITY FIRST HOME CARE,"500 SOUTH JAMES CAMPBELL BLVD, SUITE A",COLUMBIA,38401,9315400062,Local,50,50,50,50,50,50,8/23/1982,5,5,95,5,94,5,93,4,91,89,187,33,942,300,1242,Good
TN,447434,EXTENDICARE HOME HEALTH OF WESTERN TN,"1720 EAST REELFOOT AVENUE, SUITE 203",UNION CITY,38261,7318850866,Local,50,50,50,50,50,50,5/22/1984,5,5,94,5,94,4,87,5,94,93,141,36,942,300,1242,Good
VA,497029,CMH HOME HEALTH & COMMUNITY HOSPICE,300 EAST FERRELL STREET,SOUTH HILL,23970,4347742457,Local,50,50,50,50,50,50,8/28/1985,5,5,93,5,91,5,92,5,93,73,40,20,942,300,1242,Good
FL,103197,PRIMECARE HOME HEALTH,5741 9TH AVE N,SAINT PETERSBURG,33710,7273453600,Local,50,50,50,50,50,50,5/14/2013,5,5,95,4,86,5,92,5,94,94,64,38,941,300,1241,Good
MA,227536,"AT HOME SENIOR CARE, INC","36 JACONNET STREET, #104",NEWTON,2461,6176634881,Visiting Nurse Association,50,50,50,50,50,50,6/3/2011,5,4,86,5,90,5,100,5,97,88,67,24,941,300,1241,Good
AL,17152,KINDRED AT HOME,1025 WEST FORT WILLIAMS ST,SYLACAUGA,35150,2562494363,Local,50,50,50,50,50,50,10/5/2000,5,5,94,5,93,5,89,4,91,93,128,36,940,300,1240,Good
