State,Rank,CMS Certification Number (CCN)*,Provider Name,Address,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Rank,Score,Offers,Total Score,Color Rating,Latitude,Longitude
IL,103,147887,"ADVANTA HOME HEALTH CARE, INC","1500 SKOKIE BOULEVARD, STE 410, NORTHBROOK IL 60062",8475040888,Local,50,50,50,50,50,50,38870,5,5,98,5,91,5,92,5,90,88,171,103,959,300,1259,Top,42.1248741,-87.7840762
KS,104,177017,SALINE COUNTY HEALTH DEPARTMENT,"125 WEST ELM STREET, SALINA KS 67401",7858266606,Official Health Agency,50,50,50,50,50,50,24289,5,5,94,5,93,5,93,5,91,88,45,104,959,300,1259,Top,38.8444056,-97.609921
LA,105,197765,AMEDISYS HOME HEALTH CARE,"3501 N CAUSEWAY BLVD  STE 200, METAIRIE LA 70002",5048387080,Local,50,50,50,50,50,50,36697,5,5,95,5,94,5,89,5,94,87,213,105,959,300,1259,Top,30.0123199,-90.1545116
MA,106,227479,KINDRED AT HOME,"313 BOSTON POST ROAD WEST, STE 280, MARLBOROUGH MA 1752",5084814930,Visiting Nurse Association,50,50,50,50,50,50,38132,5,5,95,5,93,5,88,5,93,90,110,106,959,300,1259,Top,42.3371567,-71.5949274
PA,107,397196,UPMC SOMERSET HOME HEALTH AND HOSPICE,"223 SOUTH PLEASANT AVENUE, SOMERSET PA 15501",8144434663,Hospital Based Program,50,50,50,50,50,50,30480,5,5,95,5,92,5,91,5,92,89,382,107,959,300,1259,Top,40.006534,-79.073818
TN,108,447188,AMEDISYS HOME HEALTH OF TENNESSEE,"1006 OLD KNOXVILLE ROAD, TAZEWELL TN 37879",4236262405,Local,50,50,50,50,50,50,30284,5,5,93,5,92,5,88,5,93,93,323,108,959,300,1259,Top,36.4479753,-83.5853954
VA,109,497713,ACCESS HOME HEALTH CARE AND REHABILITATION,"1123 E STUART DRIVE, GALAX VA 24333",2762663149,Local,50,50,50,50,50,50,42096,5,5,93,5,93,5,90,5,92,91,222,109,959,300,1259,Top,36.6891477,-80.8820989
KY,110,187183,KINDRED AT HOME,"105 CITATION DRIVE, SUITE B, DANVILLE KY 40422",8592362193,Official Health Agency,50,50,50,50,50,50,41075,5,5,95,5,92,5,89,5,93,89,359,110,958,300,1258,Top,37.6544783,-84.8020766
LA,111,197154,POINTE COUPEE HOMEBOUND HEALTH,"350 HOSPITAL ROAD, NEW ROADS LA 70760",2256385717,Local,50,50,50,50,50,50,30911,5,5,94,5,94,5,91,5,94,85,167,111,958,300,1258,Top,30.6844428,-91.4632197
ME,112,207070,YORK HOSPITAL HOME CARE,"127 LONG SANDS ROAD, SUITE 12, YORK ME 3909",2073512194,Hospital Based Program,50,50,50,50,50,50,35902,5,5,93,5,92,5,89,5,93,91,358,112,958,300,1258,Top,43.1478225,-70.6418018
MI,113,237279,SCHOOLCRAFT MEMORIAL HOMECARE AND HOSPICE,"115 LAKE ST, MANISTIQUE MI 49854",9063413284,Hospital Based Program,50,50,50,50,50,50,34863,5,5,90,5,91,5,91,5,92,94,97,113,958,300,1258,Top,45.9583881,-86.2415259
MS,114,257126,KINDRED AT HOME -FLOWOOD,"106 RIVERVIEW DRIVE, FLOWOOD MS 39232",6013627801,Local,50,50,50,50,50,50,28927,5,5,94,5,92,5,88,5,93,91,393,114,958,300,1258,Top,32.3304387,-90.1279287
TN,115,447278,AMEDISYS HOME HEALTH CARE,"8 STONEBRIDGE BLVD SUITE L, JACKSON TN 38305",7316642264,Local,50,50,50,50,50,50,30810,5,5,94,5,92,5,90,5,93,89,320,115,958,300,1258,Top,#VALUE!,#VALUE!
TX,116,677291,NOCONA GENERAL HOSPITAL HOME AND COMMUNITY SUPPORT,"507 CROXTON, NOCONA TX 76255",9408253235,Hospital Based Program,50,50,50,50,50,50,33254,5,5,94,5,92,5,88,5,93,91,60,116,958,300,1258,Top,33.7784135,-97.7312514
TX,117,677297,INTREPID USA HEALTHCARE SERVICES,"4007 CALL FIELD ROAD STE D, WICHITA FALLS TX 76308",9406969239,Local,50,50,50,50,50,50,33294,5,5,93,5,94,5,93,5,92,86,121,117,958,300,1258,Top,33.8708935,-98.5459232
TX,118,747056,AVIDA HOME HEALTH INC,"2211 E MISSOURI STE W101, EL PASO TX 79903",9155328432,Local,50,50,50,50,50,50,39840,5,5,91,5,92,5,93,5,93,89,75,118,958,300,1258,Top,31.7762349,-106.4683334
AL,119,17088,FAYETTE MEDICAL CENTER HOMECARE,"1653 TEMPLE AVENUE, FAYETTE AL 35555",2059325961,Local,50,50,50,50,50,50,33590,5,5,93,5,92,5,89,5,93,90,180,119,957,300,1257,Top,33.7080266,-87.8242179
AR,120,47025,DOCTORS HOME CARE,"726 CALIFORNIA AVENUE SW, CAMDEN AR 71701",8708361301,Hospital Based Program,50,50,50,50,50,50,29790,5,5,96,5,91,5,93,5,92,85,75,120,957,300,1257,Top,33.5738359,-92.835682
IL,121,147400,R.M.C. HOME HEALTH CARE,"611 DIVISION STREET, PEOTONE IL 60468",8159353272,Hospital Based Program,50,50,50,50,50,50,31063,5,5,93,5,93,5,88,5,94,89,410,121,957,300,1257,Top,41.3250628,-87.8010005
IL,122,147594,LINCOLNLAND HOME CARE OF SBL,"1004 HEALTH CENTER DR, STE 202, MATTOON IL 61938",2172344418,Hospital Based Program,50,50,50,50,50,50,34634,5,5,94,5,92,5,90,5,92,89,538,122,957,300,1257,Top,39.4886182,-88.2758076
KS,123,178058,ADVENTHEALTH HOME CARE SHAWNEE MISSION,"7312 ANTIOCH ROAD, SHAWNEE MISSION KS 66204",9136762163,Hospital Based Program,50,50,50,50,50,50,37861,5,5,95,5,93,5,90,5,92,87,618,123,957,300,1257,Top,38.9956257,-94.6867418
KY,124,187099,LIFELINE HEALTH CARE OF PULASKI,"600 1/2 CLIFTY STREET, SUITES 2 AND 3, SOMERSET KY 42503",6066799245,Local,50,50,50,50,50,50,30956,5,5,94,5,91,5,90,5,92,90,1469,124,957,300,1257,Top,37.0980665,-84.6166373
LA,125,197403,NURSING CARE,"1102 N VICTOR II BLVD, MORGAN CITY LA 70380",9853843478,Local,50,50,50,50,50,50,33351,5,5,95,5,90,5,94,5,95,83,47,125,957,300,1257,Top,29.7057954,-91.1988777
MO,126,267560,HOME HEALTH OF HARRISON COUNTY HOSPITAL,"P O BOX 428, BETHANY MO 64424",6604257863,Hospital Based Program,50,50,50,50,50,50,36326,5,5,94,5,90,5,90,5,93,90,70,126,957,300,1257,Top,40.2683344,-94.0282861
NC,127,347238,HEALTHY AT HOME - TROY,"1061 ALBEMARLE ROAD, TROY NC 27371",9105723800,Local,50,50,50,50,50,50,37896,5,5,94,5,94,5,93,5,90,86,42,127,957,300,1257,Top,35.3428922,-79.9165559
OK,128,377768,ULTIMATE ONE HOME HEALTH CARE,"3617 NW 58TH STREET, SUITE 102, OKLAHOMA CITY OK 73112",4056062200,Local,50,50,50,50,50,50,41528,5,5,95,5,88,5,97,5,94,83,47,128,957,300,1257,Top,35.5301519,-97.5823446
SC,129,427300,UNIVERSITY HOME HEALTH,"106B EAST MARTINTOWN RD, NORTH AUGUSTA SC 29841",8032780770,Hospital Based Program,50,50,50,50,50,50,29738,5,5,94,5,91,5,88,5,94,90,225,129,957,300,1257,Top,33.5011415,-81.9645831
TX,130,673145,ABSOLUTE HOME CARE OF EL PASO INC,"2211 E MISSOURI SUITE N 200, EL PASO TX 79903",9158388960,Official Health Agency,50,50,50,50,50,50,38407,5,5,93,5,89,5,92,5,92,91,58,130,957,300,1257,Top,31.7762349,-106.4683334
TX,131,677177,CMS HEALTH CARE INC,"1102 EARLY BLVD, EARLY TX 76802",3256434900,Local,50,50,50,50,50,50,32449,5,5,95,5,91,5,88,5,92,91,249,131,957,300,1257,Top,31.7483357,-98.9328568
TX,132,677686,JEFFERSON COUNTY HOME HEALTH CARE INC,"2670 LAUREL STREET, BEAUMONT TX 77702",4098359909,Local,50,50,50,50,50,50,34205,5,5,93,5,90,5,91,5,92,91,74,132,957,300,1257,Top,30.0831583,-94.1283685
WI,133,527227,VERNON MEMORIAL HOSPITAL HHC,"705 ARENA DRIVE, VIROQUA WI 54665",6086374362,Hospital Based Program,50,50,50,50,50,50,33921,5,5,91,5,90,5,94,5,94,88,47,133,957,300,1257,Top,43.5658991,-90.8805097
GA,134,117054,CHSGA HOME HEALTH,"806 MAPLE DRIVE, VIDALIA GA 30474",9125387828,Official Health Agency,50,50,50,50,50,50,28998,5,5,94,5,90,5,88,5,94,90,117,134,956,300,1256,Top,32.1988038,-82.3907386
IN,135,157155,SCHNECK MEDICAL CENTER HOME HEALTH CARE,"411 W TIPTON ST, SEYMOUR IN 47274",8125220460,Hospital Based Program,50,50,50,50,50,50,31155,5,5,93,5,91,5,90,5,94,88,161,135,956,300,1256,Top,38.9522474,-85.9017455
MS,136,257002,NORTH MISSISSIPPI MEDICAL CTR HHA,"812 GARFIELD, TUPELO MS 38801",6623772499,Hospital Based Program,50,50,50,50,50,50,24289,5,5,93,5,91,5,90,5,92,90,562,136,956,300,1256,Top,34.2416872,-88.7195925
TN,137,447499,HENRY CO MEDICAL CENTER H H,"311 EAST WOOD STREET, PARIS TN 38242",7316427600,Hospital Based Program,50,50,50,50,50,50,31366,5,5,93,5,88,5,91,5,94,90,144,137,956,300,1256,Top,36.3014243,-88.3219624
TX,138,677893,ABACUS HEALTHCARE,"2300 JOE RAMSEY BLVD, GREENVILLE TX 75401",8884663016,Local,50,50,50,50,50,50,38811,5,5,91,5,90,5,89,5,95,91,150,138,956,300,1256,Top,33.1209076,-96.1059148
TX,139,747307,LA ESPERANZA HOME HEALTH INC,"5703 SPRINGFIELD AVE, LAREDO TX 78041",9567234702,Local,50,50,50,50,50,50,40133,5,5,92,5,91,5,90,5,91,92,43,139,956,300,1256,Top,27.5464374,-99.4908487
AZ,140,37456,MOUNTAIN VALLEY HOME FOR HEALTH,"3700 NORTH WINDSONG DRIVE, SUITE B, PRESCOTT VALLEY AZ 86314",9287757888,Hospital Based Program,50,50,50,50,50,50,42548,5,5,93,5,93,5,89,5,92,88,293,140,955,300,1255,Top,34.5960603,-112.3284681
FL,141,107728,ADVANCED NURSING CONCEPTS LLC,"1599 TROPICAL COURT, TAVARES FL 32778",3527429856,Local,50,50,50,50,50,50,37517,5,5,94,5,93,5,89,5,92,87,151,141,955,300,1255,Top,28.8166892,-81.7101231
GA,142,117319,TANNER HOME HEALTH SERVICES,"150 HENRY BURSON DRIVE SUITE 105-B, CARROLLTON GA 30117",7708345438,Hospital Based Program,50,50,50,50,50,50,33452,5,5,93,5,89,5,90,5,94,89,206,142,955,300,1255,Top,33.5692845,-85.0714794
KY,143,187037,ST CLAIRE MEDICAL CENTER HOME HEALTH,"222 MEDICAL CIRCLE DRIVE, MOREHEAD KY 40351",6067837505,Hospital Based Program,50,50,50,50,50,50,25966,5,5,94,5,90,5,90,5,93,88,613,143,955,300,1255,Top,38.180057,-83.4413004
MS,144,257087,AMEDISYS HOME HEALTH OF COLLINS,"18 MELODY LANE, COLLINS MS 39428",6017658316,Local,50,50,50,50,50,50,26815,5,5,93,5,91,5,93,5,93,85,378,144,955,300,1255,Top,31.64547,-89.555358
MS,145,257303,KINDRED AT HOME,"101 NORTH INDUSTRIAL ROAD SUITE B, TUPELO MS 38801",6628449725,Local,50,50,50,50,50,50,28764,5,5,93,5,92,5,90,5,92,88,394,145,955,300,1255,Top,34.2580102,-88.7215034
SC,146,427076,HEALTH RELATED HOME CARE,"104 W PICKENS STREET, ABBEVILLE SC 29620",8643669151,Hospital Based Program,50,50,50,50,50,50,35096,5,5,94,5,90,5,88,5,93,90,494,146,955,300,1255,Top,34.1765988,-82.3795552
TX,147,457582,CEDAR LAKE HOME HEALTH AND HOSPICE,"104 SOUTH TERRY STREET, MALAKOFF TX 75148",9034892043,Local,50,50,50,50,50,50,30678,5,5,93,5,91,5,90,5,93,88,92,147,955,300,1255,Top,32.1701158,-96.0128841
TX,148,457848,ABSOLUTELY ANGELS INC,"770 S HWY 377 STE 208, PILOT POINT TX 76258",9406860324,Local,50,50,50,50,50,50,38524,5,5,92,5,91,5,88,5,91,93,41,148,955,300,1255,Top,33.3893436,-96.9529901
TX,149,677657,HUNT REGIONAL HOME CARE,"4001 RIDGECREST ROAD, GREENVILLE TX 75402",9034081950,Local,50,50,50,50,50,50,34191,5,5,93,5,91,5,88,5,93,90,105,149,955,300,1255,Top,33.1205413,-96.1230545
TX,150,677917,BEYONDFAITH HOMECARE & REHAB OF GRAHAM LLC,"604 OAK STREET # 102, GRAHAM TX 76450",9405210300,Local,50,50,50,50,50,50,38834,5,5,93,5,91,5,89,5,93,89,152,150,955,300,1255,Top,#VALUE!,#VALUE!
TX,151,679660,HOME HEALTH PROFESSIONALS,"4635 SOUTHWEST FREEWAY SUITE 540, HOUSTON TX 77027",7139420100,Local,50,50,50,50,50,50,39326,5,5,94,5,89,5,90,5,93,89,276,151,955,300,1255,Top,29.7290816,-95.4534986
AR,152,47035,WHITE COUNTY MEDICAL CENTER - SOUTH HOME HEALTH,"3109 EAST MOORE AVENUE, SEARCY AR 72143",5013804700,Hospital Based Program,50,50,50,50,50,50,29938,5,5,94,5,91,5,88,5,92,89,306,152,954,300,1254,Top,35.2527152,-91.6951954
GA,153,117148,PRUITTHEALTH AT HOME - ROME,"39 THREE RIVERS DRIVE, ROME GA 30161",7062325908,Local,50,50,50,50,50,50,38729,5,5,92,5,91,5,89,5,93,89,93,153,954,300,1254,Top,34.2898652,-85.150726
IL,154,147045,NORTHWESTERN LAKE FOREST HOME HEALTH,"1275 E BELVIDERE SUITE 250, GRAYSLAKE IL 60030",8475358788,Hospital Based Program,50,50,50,50,50,50,24289,5,5,94,5,90,5,90,5,94,86,227,154,954,300,1254,Top,42.3383277,-88.0153262
IN,155,157418,MHP HOME CARE,"30 W RAMPART PROFESSIONAL BLDG 110, SHELBYVILLE IN 46176",3173924663,Hospital Based Program,50,50,50,50,50,50,34780,5,5,94,5,90,5,89,5,92,89,149,155,954,300,1254,Top,39.5481648,-85.7777973
NC,156,347122,ADVANCED HOME CARE,"1225 HUFFMAN MILL ROAD  SUITE 104, BURLINGTON NC 27215",3365381194,Local,50,50,50,50,50,50,30932,5,5,93,5,89,5,93,5,92,87,313,156,954,300,1254,Top,36.064379,-79.5026386
NC,157,347309,LIBERTY HOME CARE,"401 E THIRD STREET, SILER CITY NC 27344",9108153122,Official Health Agency,50,50,50,50,50,50,36039,5,5,94,5,91,5,89,5,92,88,292,157,954,300,1254,Top,35.7269519,-79.459907
OK,158,377166,COMPLETE HOME HEALTH OF STIGLER,"806 EAST MAIN, WHITEFIELD OK 74472",9189679443,Official Health Agency,50,50,50,50,50,50,32769,5,5,96,5,89,5,90,5,93,86,123,158,954,300,1254,Top,35.2548538,-95.2370529
PA,159,397512,"FAMILY HOME MEDICAL, INC","50 SOUTH OAK STREET, MOUNT CARMEL PA 17851",5703394049,Local,50,50,50,50,50,50,33584,5,5,92,5,93,5,88,5,91,90,108,159,954,300,1254,Top,40.7959518,-76.4132701
SC,160,427131,HEALTHY AT HOME YORK,"226 NORTHPARK DRIVE, SUITE 120, ROCK HILL SC 29730",8033278874,Local,50,50,50,50,50,50,42980,5,5,90,5,91,5,91,5,95,87,106,160,954,300,1254,Top,34.9355381,-81.0019989
TX,161,459246,ACCOLADE HOME CARE,"1410 RANKIN HWY, MIDLAND TX 79701",4326861944,Local,50,50,50,50,50,50,35535,5,5,93,5,91,5,89,5,93,88,81,161,954,300,1254,Top,31.982814,-102.077714
TX,162,679171,CHAMBERS HOME HEALTH AGENCY OF NORTHEAST TEXAS COM,"201 W 20TH ST., SUITE 102, MOUNT PLEASANT TX 75455",9035729700,Visiting Nurse Association,50,50,50,50,50,50,37545,5,5,93,5,91,5,89,5,92,89,288,162,954,300,1254,Top,33.1749847,-94.9727157
VA,163,497060,INTREPID USA HEALTHCARE SERVICES,"2430 SOUTHLAND DRIVE, SUITE B, CHESTER VA 23831",8047689080,Local,50,50,50,50,50,50,31415,5,5,93,5,96,5,89,5,90,86,60,163,954,300,1254,Top,37.3564903,-77.4118685
AL,164,17000,ALABAMA DEPARTMENT OF PUBLIC HEALTH HOME CARE,"201 MONROE STREET, THE RSA TOWER,  SUITE 1200, MONTGOMERY AL 36104",3342065341,Official Health Agency,50,50,50,50,50,50,24289,5,5,94,5,91,5,88,5,93,87,454,164,953,300,1253,Top,32.3790667,-86.3056305
AL,165,17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"4116 WATERMELON ROAD, NORTHPORT AL 35473",8662978253,Local,50,50,50,50,50,50,28020,5,5,94,5,91,5,89,5,91,88,307,165,953,300,1253,Top,33.2436401,-87.5504905
IL,166,147006,LAWRENCE COUNTY HEALTH DEPT,"11190 COUNTRY CLUB ROAD, LAWRENCEVILLE IL 62439",6189434663,Local,50,50,50,50,50,50,24289,5,5,90,5,91,5,92,5,91,89,107,166,953,300,1253,Top,38.7300355,-87.7214799
LA,167,197194,ENCOMPASS HEALTH HOME HEALTH OF BOGALUSA,"112 INNWOOD DRIVE, STE E, COVINGTON LA 70433",9857350410,Local,50,50,50,50,50,50,31282,5,5,92,5,91,5,94,5,92,84,42,167,953,300,1253,Top,30.4596489,-90.1179661
MI,168,237675,EVERGREEN HEALTH SERVICES,"6510 TOWN CENTER DRIVE, SUITE B, CLARKSTON MI 48346",2489342933,Local,50,50,50,50,50,50,39220,5,5,92,5,89,5,88,5,94,90,78,168,953,300,1253,Top,42.7308316,-83.3809804
MI,169,239152,NEIGHBORHOOD HOME CARE SERVICES,"503 N EUCLID AVE, STE 9B, BAY CITY MI 48706",7342508884,Local,50,50,50,50,50,50,40575,5,5,93,5,91,5,92,5,93,84,53,169,953,300,1253,Top,43.6061995,-83.9153866
MS,170,257124,ST LUKE HOME HEALTH SERVICES,"210 STATE STREET (2ND FLOOR), MCCOMB MS 39648",6012494260,Local,50,50,50,50,50,50,28850,5,5,94,5,88,5,88,5,91,92,319,170,953,300,1253,Top,31.245318,-90.45311
NC,171,347013,HEALTHY AT HOME - CLEVELAND COUNTY HEALTHCARE SYST,"105 T R HARRIS DR, SHELBY NC 28150",7044875225,Local,50,50,50,50,50,50,24510,5,5,92,5,90,5,89,5,94,88,243,171,953,300,1253,Top,35.3166195,-81.5177256
NC,172,347035,HOME CARE SERVICES OF HAYWOOD REGIONAL MEDICAL CT,"18B BOWMAN DRIVE, WAYNESVILLE NC 28785",8284528292,Local,50,50,50,50,50,50,26276,5,5,91,5,90,5,92,5,91,89,179,172,953,300,1253,Top,35.5292387,-82.9607836
PA,173,397466,COMPASS  HOME HEALTH AND REHAB LLC,"239 SCHUYLER AVENUE, KINGSTON PA 18704",5702874800,Local,50,50,50,50,50,50,31889,5,5,93,5,93,5,88,5,93,86,196,173,953,300,1253,Top,41.2660391,-75.8990052
TX,174,457692,NORTHEAST MEDICAL CENTER HOMEHEALTH,"2001 N CENTER ST, BONHAM TX 75418",9035833606,Local,50,50,50,50,50,50,31014,5,5,93,5,93,5,90,5,90,87,116,174,953,300,1253,Top,33.5939704,-96.1775627
TX,175,458125,CARDIOVASCULAR HOME CARE INC,"2501 PARKVIEW DR  STE 426, FORT WORTH TX 76102",8178478888,Local,50,50,50,50,50,50,34578,5,5,92,5,92,5,90,5,93,86,337,175,953,300,1253,Top,32.739576,-97.3547119
TX,176,459268,PORT HOMECARE SERVICES INC,"5525 S. STAPLES ST A7, CORPUS CHRISTI TX 78411",3618542273,Local,50,50,50,50,50,50,35558,5,5,93,5,88,5,89,5,96,87,59,176,953,300,1253,Top,27.701085,-97.3742663
TX,177,679325,"TEXAS HOME HEALTH GROUP OF DENTON, LLC","2800 SHORELINE DRIVE, #204, DENTON TX 76210",9408911161,Local,50,50,50,50,50,50,37854,5,5,91,5,91,5,89,5,94,88,86,177,953,300,1253,Top,33.1742221,-97.1008647
TX,178,747379,KINDRED AT HOME,"1665 ANTILLEY ROAD SUITE 100, ABILENE TX 79606",3256919947,Local,50,50,50,50,50,50,40325,5,5,93,5,91,5,92,5,91,86,164,178,953,300,1253,Top,32.3720642,-99.743997
FL,179,107159,COMMUNITY HOME HEALTH CARE,"3440 US HIGHWAY 1 S STE 403, ST AUGUSTINE FL 32086",9048191250,Local,50,50,50,50,50,50,28282,5,5,92,5,92,5,91,5,90,87,172,179,952,300,1252,Top,29.830607,-81.321101
IL,180,147829,"HORIZON HOME HEALTH CARE, INC","2600 S MICHIGAN AVE, STE 208, CHICAGO IL 60616",3122257706,Local,50,50,50,50,50,50,38622,5,5,95,5,90,5,92,5,88,87,76,180,952,300,1252,Top,41.8454489,-87.6238955
IN,181,157445,GIBSON HOME HEALTH SERVICES,"1808 SHERMAN DR, PRINCETON IN 47670",8123859380,Official Health Agency,50,50,50,50,50,50,34981,5,5,94,5,91,5,88,5,92,87,68,181,952,300,1252,Top,38.3608587,-87.589781
LA,182,197204,"BETTER CARE HOME HEALTH, INC.","2735 CULPEPPER ROAD, ALEXANDRIA LA 71301",3184734676,Local,50,50,50,50,50,50,31687,5,5,93,5,91,5,88,5,92,88,71,182,952,300,1252,Top,31.2643969,-92.4618247
LA,183,197206,LADY OF THE SEA HOME HEALTH AGENCY,"200 WEST 134TH PLACE, CUT OFF LA 70345",9856326900,Hospital Based Program,50,50,50,50,50,50,31769,5,5,94,5,90,5,90,5,90,88,75,183,952,300,1252,Top,29.4569026,-90.311324
PA,184,397104,HOLY REDEEMER HOME CARE-PA,"12265 TOWNSEND RD, PHILADELPHIA PA 19154",2156719200,Visiting Nurse Association,50,50,50,50,50,50,26864,5,5,91,5,90,5,90,5,93,88,307,184,952,300,1252,Top,40.1012704,-74.9859895
TN,185,447557,VOLUNTEER HOME CARE,"2448 EASTEND DRIVE, HUMBOLDT TN 38343",7317847200,Local,50,50,50,50,50,50,36634,5,5,92,5,92,5,88,5,91,89,378,185,952,300,1252,Top,35.8296187,-88.903397
TX,186,679686,SILOE HOME HEALTH & INFUSION LLC,"709 ALTA VISTA DRIVE SUITE 106, CORPUS CHRISTI TX 78401",8448017111,Local,50,50,50,50,50,50,39364,5,5,93,5,88,5,93,5,92,86,52,186,952,300,1252,Top,27.8028475,-97.4002872
TX,187,747052,HEALING TOUCH HOMECARE LLC,"2304 JOE RAMSEY BLVD E, GREENVILLE TX 75401",9034558191,Local,50,50,50,50,50,50,39792,5,5,94,5,92,5,89,5,90,87,203,187,952,300,1252,Top,33.1208506,-96.1052028
AL,188,17151,KINDRED AT HOME,"1328 GREENBRIER-DEAR ROAD, ANNISTON AL 36207",2568357101,Local,50,50,50,50,50,50,36804,5,5,92,5,91,5,90,5,92,86,223,188,951,300,1251,Top,33.6292898,-85.80762
LA,189,197779,"CENTRAL HOME HEALTH, LLC","2805 ATHANIA PARKWAY, SUITE B, METAIRIE LA 70002",5044555959,Local,50,50,50,50,50,50,37881,5,5,93,5,92,5,93,5,99,74,42,189,951,300,1251,Top,30.0015218,-90.1570001
MI,190,237035,COMMUNITY HOME CARE SERVICES,"231 WEST PINE LAKE DRIVE, NEWAYGO MI 49337",8006896675,Local,50,50,50,50,50,50,24370,5,5,95,5,90,5,89,5,91,86,102,190,951,300,1251,Top,43.4070489,-85.8012966
NC,191,347039,MADISON HOME CARE,"590 MEDICAL PARK DRIVE, MARSHALL NC 28753",8286499566,Local,50,50,50,50,50,50,26415,5,5,97,5,97,4,86,5,94,97,82,191,951,300,1251,Top,35.805736,-82.652356
OH,192,367606,ALTERNATIVE HOME HEALTH INC,"280 EAST MAIN STREET, SAINT CLAIRSVILLE OH 43950",7406997000,Local,50,50,50,50,50,50,34660,5,5,92,5,90,5,89,5,93,87,190,192,951,300,1251,Top,40.0830328,-80.8871978
OK,193,377204,STILLWATER MEDICAL CENTER HOME HEALTH SERVICES,"1201 SOUTH ADAMS STREET, STILLWATER OK 74076",4056246578,Hospital Based Program,50,50,50,50,50,50,33917,5,5,93,5,91,5,88,5,92,87,174,193,951,300,1251,Top,36.1078891,-97.0712311
TX,194,459294,HIGHLAND PARK SENIOR CARE,"911 PEGUES PLACE SUITE A, LONGVIEW TX 75601",9037531000,Local,50,50,50,50,50,50,35585,5,5,91,5,90,5,88,5,94,88,222,194,951,300,1251,Top,32.5144516,-94.7280896
CA,195,57661,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,"1390 E LASSEN AVE, CHICO CA 95973",5303323161,Hospital Based Program,50,50,50,50,50,50,30942,5,5,92,5,89,5,90,5,92,87,527,195,950,300,1250,Top,39.7734274,-121.8389139
NC,196,347029,HARRIS HOME HEALTH,"26 WESTCARE DRIVE, SUITE 303, SYLVA NC 28779",8285867410,Hospital Based Program,50,50,50,50,50,50,25756,5,5,93,5,90,5,88,5,91,88,180,196,950,300,1250,Top,35.3860083,-83.2029443
NY,197,337445,"FORT HUDSON CERTIFIED HOME HEALTH AGENCY, INC","319 BROADWAY, FORT EDWARD NY 12828",5187479019,Visiting Nurse Association,50,50,50,50,50,50,41740,5,5,92,5,90,5,88,5,92,88,236,197,950,300,1250,Top,43.2806901,-73.5883974
TX,198,747095,HOME CARE SELECT,"903 NORTH SAN JACINTO, CONROE TX 77301",9367565800,Local,50,50,50,50,50,50,39926,5,5,91,5,90,5,90,5,91,88,75,198,950,300,1250,Top,30.3168358,-95.4594543
IL,199,147597,NURSING RESOURCE HOME HEALTH,"4430 NORTH OAK PARK AVENUE, HARWOOD HEIGHTS IL 60656",7088674242,Local,50,50,50,50,50,50,34620,5,5,93,5,88,5,94,5,93,81,51,199,949,300,1249,Top,41.9618442,-87.7980235
IL,200,147727,"HEALING HANDS HOME CARE, INC","6730 W HIGGINS, CHICAGO IL 60656",7737923333,Local,50,50,50,50,50,50,37539,5,5,94,5,89,5,90,5,91,85,158,200,949,300,1249,Top,41.9789575,-87.7962564
LA,201,197044,KINDRED AT HOME,"137 YORKTOWN DRIVE, ALEXANDRIA LA 71303",3184876700,Local,50,50,50,50,50,50,27382,5,5,92,5,91,5,89,5,90,87,334,201,949,300,1249,Top,31.3017733,-92.4877821
MO,202,267594,"PATIENT CARE PROFESSIONALS, INC","301 SOVEREIGN CT SUITE 102, BALLWIN MO 63011",6362270722,Local,50,50,50,50,50,50,38539,5,5,92,5,90,5,92,5,93,82,55,202,949,300,1249,Top,38.5979442,-90.4903042
PA,203,397613,PROGRESSIVE HOME HEALTH INC,"3950 BRODHEAD ROAD SUITE 300, MONACA PA 15061",7247748245,Local,50,50,50,50,50,50,35018,5,5,91,5,92,5,88,5,94,84,165,203,949,300,1249,Top,40.6796146,-80.301762
CA,204,557407,"VERDUGO HILLS HOME CARE, INC","2600 FOOTHILL BLVD, SUITE 201, LA CRESCENTA CA 91214",8185426600,Local,50,50,50,50,50,50,34481,5,5,98,5,91,4,87,5,95,97,40,204,948,300,1248,Top,34.2209341,-118.2353934
FL,205,109080,APOGEE HOME HEALTH,"5300 W ATLANTIC AVE STE 303, DELRAY BEACH FL 33484",5612783272,Local,50,50,50,50,50,50,39771,5,5,94,5,96,5,89,4,93,96,43,205,948,300,1248,Top,26.4571285,-80.127069
